"Entry"	"Protein"	"Protein.names"	"Gene.names"	"Mito"	"GroupReg"	"PADPvalue"	"ModelPvalue"	"PADAdjPval"	"Genenames"	"Anno"	"AgingAnno"	"Gene"	"MitoDetails"	"non-PAD_MD1061_1.18"	"non-PAD_MD1098_1.23"	"non-PAD_MD1121_1.27"	"non-PAD_MD1145_1.22"	"non-PAD_MD1157 _1.33"	"non-PAD_MD1162 _1.14"	"non-PAD_MD1166_1.11"	"non-PAD_MD1176 _1.32"	"non-PAD_MD1178 _1.25"	"non-PAD_MD1181_1.07"	"non-PAD_MD1201 _1.16"	"non-PAD_MD1238 _1.31"	"non-PAD_MD1245_1.2"	"non-PAD_MD1252 _1.09"	"non-PAD_MD1335_1.09"	"non-PAD_MD1353 _1.22"	"non-PAD_MD1369_1.28"	"non-PAD_MD1371_1.12"	"non-PAD_MD1374_1.27"	"non-PAD_MD1427_1.27"	"non-PAD_MD1429_1.28"	"non-PAD_MD1441_1.28"	"non-PAD_MD1443_1.23"	"non-PAD_MD1458_1.22"	"non-PAD_MD1595_1.07"	"non-PAD_MD1607_1.28"	"non-PAD_MD1614_1.2"	"non-PAD_MD1644_1.17"	"PAD_C10181_0.4"	"PAD_C10328_0.6"	"PAD_L10184 _0.81"	"PAD_L11041 _0.54"	"PAD_L11917 _0.92"	"PAD_L15083_0.87"	"PAD_L15258_0.71"	"PAD_L15657_0.84"	"PAD_L15845_0.59"	"PAD_L16378_0.54"	"PAD_L16890_0.97"	"PAD_L17372_0.81"	"PAD_L18347 _0.47"	"PAD_M1608_0.72"	"PAD_M1623_0.88"	"PAD_MD1320 _0.51"	"PAD_P237981_0.75"	"PAD_P271390_0.76"	"PAD_P275131_0.42"	"PAD_P275191_0.76"	"PAD_P291480_0.55"	"PAD_P319287 _0.96"	"PAD_P546291_0.75"	"PAD_R34342_0.52"	"PAD_R47935_0.74"	"PAD_R70797_0.6"	"PAD_R75233_0.45"	"PAD_T10608_0.57"	"PAD_T11097_0.82"	"PAD_T14186_0.45"	"PAD_T16115_0.97"
"NDUFA11"	"Q86Y39"	"NDUAB_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)"	"NDUFA11"	TRUE	0.077429822	0.147622709	0.072764961	0.574489219	"NDUFA11"	"Respiratory chain"	"Mitochondrion"	"NDUFA11"	"Complex I"	0.266234542	-0.01825482	-0.1736663	-0.083762191	-0.5201742	0.11455582	0.2554969	0.134243875	0.360916184	-0.001367441	0.04028196	-0.096700489	-0.1395714	0.05186519	-0.251826	-0.426358418	-0.1913122	0.258129693	-0.0961638	0.139050377	-0.0072359	0.2406295	-0.058660446	-0.028901795	-0.04563545	-0.102466822	-0.02140682	-0.084381884	0.1564092	-0.017773802	0.28488834	-0.288544376	0.03650913	-0.06995818	0.1623666	0.1365005	-0.04654108	0.02811514	0.049915594	0.005494274	-0.248854074	0.1084862	0.06768712	0.002903584	0.02138465	-0.2576782	-0.086180999	0.026556003	0.009650626	0.0961638	0.0302993	-0.2555482	0.142009749	-0.135601228	0.378487247	0.02140682	0.303492308	-0.486060171	-0.2102237
"NDUFA12"	"Q9UI09"	"NDUAC_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (13 kDa differentiation-associated protein) (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)"	"NDUFA12 DAP13"	TRUE	0.126213298	0.010087071	0.034326734	0.255162554	"NDUFA12 DAP13"	"Respiratory chain"	"Mitochondrion"	"NDUFA12"	"Complex I"	0.06081981	-0.027003108	-0.102132861	-0.006404029	-0.28288582	0.196669589	0.107742114	0.065487687	0.142426957	0.090285528	0.266113265	-0.083206944	-0.127052574	-0.123123537	-0.027003561	-0.354462333	-0.428250196	0.154977892	-0.173560451	0.41114215	-0.037328566	0.025181261	-0.233780639	0.010843501	-0.011488885	-0.176122293	0.027048024	-0.102684777	0.084339626	0.062163291	0.336718852	-0.27989379	0.092994805	-0.062837091	0.058377804	0.296532103	0.095408933	0.012491469	0.12231039	0.046284474	-0.133488933	-0.037266349	0.257938248	-0.093989336	0.103321102	-0.030636547	-0.06386404	0.01693626	-0.014295519	0.206174434	-0.005404814	0.101459703	0.023086166	-0.010166976	0.307041505	0.088522191	0.335378044	-0.349936378	-0.154683015
"NDUFA13"	"Q9P0J0"	"NDUAD_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)"	"NDUFA13 GRIM19 CDA016 CGI-39"	TRUE	0.138120156	0.00900861	0.030577532	0.249526094	"NDUFA13 GRIM19 CDA016 CGI-39"	"Respiratory chain"	"Genomic Instability"	"NDUFA13"	"Complex I"	0.17378385	0.010698587	-0.159745183	-0.131100932	-0.397607241	0.018789807	0.211873866	0.107652962	0.128991953	0.166528873	0.346556835	-0.138025358	-0.250828106	-0.077369557	-0.054178063	-0.349057258	-0.375255027	0.122159733	-0.181563118	0.480466274	-0.005807818	0.009157902	-0.182846635	-0.138382045	-0.119025475	-0.093731478	-0.038404157	-0.180086328	0.137832329	-0.011215449	0.28732754	-0.318196601	0.109289051	-0.146785062	0.035045353	0.250265425	0.081418645	0.038240288	0.182450413	0.15855042	-0.157865338	0.036634367	0.144306266	0.001591752	0.136811347	-0.178546694	-0.024527573	0.017364214	-0.016767185	0.263585741	0.004343258	-0.040264392	0.091676338	-0.003616165	0.301288082	0.056662853	0.229839232	-0.42060451	-0.012344217
"NDUFB1"	"O75438"	"NDUB1_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 (Complex I-MNLL) (CI-MNLL) (NADH-ubiquinone oxidoreductase MNLL subunit)"	"NDUFB1"	TRUE	0.114729748	0.013566563	0.072708622	0.269905683	"NDUFB1"	"Respiratory chain"	"Mitochondrion"	"NDUFB1"	"Complex I"	NA	0.01872709	-0.214918	-0.05380334	-0.1123762	0.03081343	-0.01134949	0.02113531	NA	-0.129818	0.2486154	NA	-0.03074416	0.02737208	0.07949549	-0.32788872	-0.3405476	0.1298565	-0.1432517	0.47776986	-0.05917711	0.09151691	NA	-0.1032423	-0.02612921	-0.08311129	-0.04823042	NA	0.08268369	0.11569133	0.2368539	-0.28589958	0.08336445	-0.0304252	0.1480107	0.1166385	-0.01780141	0.04757737	0.2046986	NA	-0.04799856	0.01058669	0.05672623	0.07637019	0.02829293	-0.06349302	-0.1480131	NA	NA	0.159889	0.09269031	-0.09362211	0.15142509	-0.05599892	NA	0.1518385	0.10039737	NA	-0.04199589
"NDUFB3"	"O43676"	"NDUB3_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit)"	"NDUFB3"	TRUE	0.225877717	0.01119186	0.007129939	0.262138231	"NDUFB3"	"Respiratory chain"	"Mitochondrion"	"NDUFB3"	"Complex I"	0.3374791	-0.02954681	-0.1436067	-0.344407	-1.083959	-0.04323402	0.3588319	0.1104633	0.4972064	0.4438085	0.3476131	-0.4647804	-0.2115427	-0.008381288	-0.837069	-0.3295571	-0.1912554	0.4239081	-0.07404327	0.2841403	0.03271269	0.1261133	-0.1964396	-0.280625	-0.1049176	-0.06801146	0.173677	-0.3178928	0.4285278	-0.01074615	0.6420332	-0.2313536	0.143745	-0.2053354	0.08866415	0.1148297	0.01744192	0.191583	0.367391	-0.2244028	-0.05787261	0.214225	0.4007024	0.1074192	0.02969779	-0.4795053	-0.3341024	0.1758398	0.09841671	0.3044492	0.000345179	-0.5191457	0.01074615	0.06340351	0.443801	0.1139646	0.08257988	-0.5360246	-0.1546726
"NDUFB4"	"O95168"	"NDUB4_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (CI-B15) (NADH-ubiquinone oxidoreductase B15 subunit)"	"NDUFB4"	TRUE	0.089094828	0.077230698	0.244887857	0.469136774	"NDUFB4"	"Respiratory chain"	"Mitochondrion"	"NDUFB4"	"Complex I"	0.129660363	-0.026284251	-0.1057307	0.06731926	-0.2510548	0.097147596	0.1232305	-0.048482146	0.12196682	0.03690768	0.3088274	0.001666713	-0.09002801	-0.09095176	0.09777198	-0.272375943	-0.2418493	0.086050324	-0.1230893	0.413748873	-0.037172154	-0.0391712	-0.187330427	-0.082946899	-0.1100645	-0.136263992	-0.002484833	-0.235611406	0.03933754	0.047194653	-0.045224922	-0.293509734	0.3205719	-0.1942904	0.0100739	0.376222	0.1129265	0.06485949	0.113454563	0.122918854	-0.065672277	-0.03851434	0.1072467	-0.048997785	-0.004453613	-0.1218021	-0.015377831	0.018083379	-0.059186947	0.2404607	0.02694454	0.2312536	0.160833333	-0.001128891	0.252989454	0.09944852	0.199012958	-0.577182873	-0.09062302
"NDUFB5"	"O43674"	"NDUB5_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)"	"NDUFB5"	TRUE	0.183524264	0.008590146	0.007158017	0.249526094	"NDUFB5"	"Respiratory chain"	"Mitochondrion"	"NDUFB5"	"Complex I"	0.346037113	-0.013038523	-0.074609162	-0.312122665	-0.606956334	0.013177166	0.2123515	0.166779603	0.252712003	0.323266111	0.290052629	-0.200234265	-0.19253112	-0.0095676	-0.378365066	-0.448943672	-0.1977977	0.250251703	-0.104812157	0.477964917	-0.005524177	0.098760883	-0.264454021	-0.348780288	-0.09787023	-0.151464384	0.122442802	-0.310058559	0.1263509	0.025141583	0.596896841	-0.272328581	0.08800053	-0.1321776	0.09690349	0.25934755	0.02374058	0.093291537	0.311566479	0.025933211	-0.183647881	0.088258126	0.414463287	0.055141587	0.02489471	-0.283261942	-0.20517502	0.128238646	0.06026356	0.205007365	-0.021937624	0.1422381	0.070625806	-0.007664806	0.277299303	-0.018506392	0.326442863	-0.659079717	-0.310821155
"NDUFB6"	"O95139"	"NDUB6_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit)"	"NDUFB6"	TRUE	0.180210581	0.002448677	0.005404947	0.204614762	"NDUFB6"	"Respiratory chain"	"Mitochondrion"	"NDUFB6"	"Complex I"	0.201049502	0.003030928	-0.082461846	-0.460857227	-0.568663024	-0.06363481	0.108912469	-0.015508166	0.141954118	0.172378706	0.195722948	-0.015030597	-0.15053847	0.01684628	-0.226271108	-0.281503999	-0.181865183	0.227572628	-0.044713665	0.472890665	-0.009121747	0.14216212	-0.21433512	-0.394539542	-0.029900173	-0.047240122	0.063914008	-0.121518174	0.065018723	0.117767438	0.601679469	-0.215943232	0.107121954	-0.238255585	-0.015461161	0.141810434	-0.002961685	0.108567844	0.287197173	0.113661378	-0.056536937	0.062308427	0.161505549	0.067827132	0.061597556	-0.163591437	-0.212751173	0.020999729	0.002761959	0.103643792	0.000768541	0.514799561	0.16331359	0.033092329	0.288383075	-0.005181161	0.180283976	-0.405233499	-0.186869614
"NDUFB7"	"P17568"	"NDUB7_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 (Cell adhesion protein SQM1) (Complex I-B18) (CI-B18) (NADH-ubiquinone oxidoreductase B18 subunit)"	"NDUFB7"	TRUE	0.082906743	0.026097695	0.191735673	0.325835778	"NDUFB7"	"Respiratory chain"	"Mitochondrion"	"NDUFB7"	"Complex I"	-0.007505578	-0.017835722	-0.101549255	0.002539603	-0.279853408	0.086040186	0.014506218	0.027379149	0.068370114	0.045588787	0.176825232	0.038460293	-0.183327101	-0.036413858	0.038238694	-0.188229198	-0.134879909	0.08831201	-0.018848422	0.240949032	-0.046723105	0.005697326	-0.127678851	-0.026974592	0.025065252	-0.158793814	-0.028380678	-0.015840349	0.046629528	0.098379395	0.183914095	-0.212089386	0.152343908	-0.170036986	-0.031088203	0.232759848	0.070414968	0.026875354	0.047470477	0.225953808	-0.0544448	-0.06303095	0.085387005	-0.062250591	0.052369002	-0.105315142	-0.001906317	-0.068417981	-0.117244593	0.015096837	0.028380678	0.530061755	0.1095721	-0.028216106	0.045062877	0.067593015	0.090668322	0.063846701	-0.082585796
"NDUFB8"	"O95169"	"NDUB8_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)"	"NDUFB8"	TRUE	0.174492628	0.014464812	0.165514583	0.277198389	"NDUFB8"	"Respiratory chain"	"Mitochondrion"	"NDUFB8"	"Complex I"	0.245344871	0.090175288	-0.06072802	-0.117615077	-0.489631	-0.006269563	0.0869976	0.104770996	-0.068147623	-0.05204582	0.2195295	0.032849495	-0.2137583	-0.1135037	0.1010131	-0.389570877	-0.5126227	-0.00354358	-0.1039126	0.423035701	-0.234558906	0.02517966	-0.128678034	-0.168880436	0.08475957	-0.061975137	0.1449629	0.024590504	-0.1760593	0.064111043	0.398213497	-0.35786092	0.3245332	0.02948648	-0.06282343	0.5683617	0.1135677	0.1235705	0.145044749	0.306320867	-0.135216911	-0.04170235	0.1422886	0.030118631	0.3213479	-0.06119059	-0.189832921	-0.011333984	-0.057711182	0.3403324	0.006980007	0.6708921	0.169435547	0.070941925	0.43429005	0.00133632	0.363626805	-0.54706343	-0.2031638
"NDUFB9"	"Q9Y6M9"	"NDUB9_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (CI-B22) (LYR motif-containing protein 3) (NADH-ubiquinone oxidoreductase B22 subunit)"	"NDUFB9 LYRM3 UQOR22"	TRUE	0.168358927	0.002035672	0.013744853	0.204614762	"NDUFB9 LYRM3 UQOR22"	"Respiratory chain"	"Mitochondrion"	"NDUFB9"	"Complex I"	-0.026587364	-0.084714629	-0.05615551	-0.237089603	-0.3774051	-0.099751861	0.03436157	0.181899347	0.185198173	0.1898244	0.223584	-0.007608344	-0.1024335	-0.1284291	-0.1257152	-0.246215082	-0.3215859	-0.119241665	-0.09462341	0.469218178	-0.086541141	-0.1843738	-0.245213513	-0.032870052	0.03637043	-0.005597192	0.007163526	-0.083654441	-0.04495248	0.133957267	0.294523426	-0.130885248	0.0719823	0.08415616	0.1756708	0.343894	-0.04938315	-0.01545669	0.230907829	0.131930195	-0.110637127	0.0880589	0.211571	-0.116391766	0.01561437	-0.05176026	-0.025338097	0.058300943	0.004341067	0.1736435	-0.007353751	0.4094963	0.057992984	0.071119943	0.395833274	0.08857038	0.453771984	-0.49721099	-0.1641686
"NDUFB10"	"O96000"	"NDUBA_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit)"	"NDUFB10"	TRUE	0.163109975	0.003206864	0.008252314	0.204614762	"NDUFB10"	"Respiratory chain"	"Mitochondrion"	"NDUFB10"	"Complex I"	0.235250172	-0.019975706	-0.131198733	-0.172742303	-0.633712183	0.026161035	0.176733743	0.105705495	0.179965794	0.210181226	0.239716947	-0.263404276	-0.203010613	-0.008653735	-0.509108172	-0.262586306	-0.245152589	0.158123907	-0.182707833	0.444007347	-0.017702877	-0.024438721	-0.157933615	-0.129934198	-0.074720704	-0.069404115	-0.003752486	-0.158908018	0.108567028	0.023378769	0.321392339	-0.232652819	0.109909459	-0.177031879	0.001820582	0.282145211	-0.023488681	0.059984298	0.21092115	0.010284142	-0.049404413	0.076711763	0.120365311	-0.007713193	0.037286016	-0.255335852	-0.15634286	0.080643207	-0.017603198	0.208857524	0.000349858	0.022461536	0.076980019	0.010485047	0.404645621	0.054621381	0.264947434	-0.271070452	-0.102872488
"NDUFB11"	"Q9NX14"	"NDUBB_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial (Complex I-ESSS) (CI-ESSS) (NADH-ubiquinone oxidoreductase ESSS subunit) (Neuronal protein 17.3) (Np17.3) (p17.3)"	"NDUFB11 UNQ111/PRO1064"	TRUE	0.101290468	0.085804805	0.273467015	0.480626351	"NDUFB11 UNQ111/PRO1064"	"Respiratory chain"	"Mitochondrion"	"NDUFB11"	"Complex I"	0.222013018	0.218324809	-0.0444222	-0.2328375	-0.3169267	0.003160117	0.3554237	0.406997209	0.158173303	-0.02821816	0.09870581	-0.231609395	-0.2012336	0.1080556	-0.2212553	-0.281003864	-0.4667373	-0.07644842	-0.1013246	0.208310234	-0.151942726	-0.02680688	-0.119545802	-0.09901575	-0.01611799	0.03878261	0.007348562	-0.103375691	0.01502074	-0.089094852	0.2087414	-0.174841842	0.2691226	-0.04340802	-0.01502074	0.2721511	-0.1645795	0.238951	0.05150054	-0.004236717	-0.199813415	0.05503416	0.1801415	0.08743265	0.1129118	-0.1359954	-0.1558846	-0.018338118	0.013858781	0.2263374	0.02806692	0.1510206	0.211315317	0.01890152	0.316559585	-0.1201014	0.490592132	-0.491689144	-0.2818599
"NDUFC2"	"O95298"	"NDUC2_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 subunit C2 (Complex I-B14.5b) (CI-B14.5b) (Human lung cancer oncogene 1 protein) (HLC-1) (NADH-ubiquinone oxidoreductase subunit B14.5b)"	"NDUFC2 HLC1"	TRUE	0.205861299	0.005921504	0.033591239	0.235483292	"NDUFC2 HLC1"	"Respiratory chain"	"Mitochondrion"	"NDUFC2"	"Complex I"	0.2802688	0.02355973	-0.01732199	-0.330703434	-0.5597581	0.014717716	-0.01834582	0.264318419	0.04874667	0.2737091	0.1040677	-0.3168381	-0.1524692	-0.01973507	-0.5329579	-0.336613059	-0.3369066	0.157752735	0.002142975	0.421584038	-0.02355973	0.003869289	-0.1267644	-0.32032389	-0.05740236	-0.056836642	0.06660664	-0.2120759	0.114585	0.093527963	0.421358137	-0.230473754	0.2064137	-0.4209157	-0.1395661	0.08999379	-0.1431457	0.1369344	0.374886543	0.09624373	-0.190677859	0.1074432	0.2855732	0.067779508	0.1562519	-0.2683977	-0.21623001	0.09722748	-0.06925687	0.1428726	0.04396693	0.9354686	0.093967237	0.011670368	0.5239697	-0.04159651	0.319351999	-0.3120363	-0.216731
"NDUFAF3"	"Q9BU61"	"NDUF3_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"	"NDUFAF3 C3orf60"	TRUE	0.033755003	0.354574501	0.743366189	0.766547361	"NDUFAF3 C3orf60"	"Respiratory chain"	"Mitochondrion"	"NDUFAF3"	"Assembly Complex"	0.007757134	0.05366011	-0.1572721	0.284144	-0.04858382	0.04281673	0.000489266	-0.1029074	0.1241819	-0.05834623	0.09689164	0.1026678	-0.003607124	0.06926446	0.1052011	-0.1303802	0.01246341	0.0153606	-0.1896246	0.2374719	-0.09339742	-0.06043775	-0.2485193	0.2566713	-0.1357741	-0.1202422	-0.06756085	0.04714897	0.1225286	0.02402467	-0.009722313	-0.1994014	0.1100706	-0.2212464	-0.02400221	0.101915	0.008345423	-0.05124846	0.03417639	0.07862045	0.03049475	-0.02601711	0.289316	-0.1952211	-0.05122991	0.07620279	0.009364136	-0.0653832	-0.03843352	0.08598242	0.1079113	0.3055234	0.07898081	-0.05647042	-0.05575843	0.04584115	0.08623547	-0.006199255	0.1364063
"NDUFAF4"	"Q9P032"	"NDUF4_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 (Hormone-regulated proliferation-associated protein of 20 kDa)"	"NDUFAF4 C6orf66 HRPAP20 HSPC125 My013"	TRUE	0.073936944	0.093259	0.001124444	0.494902788	"NDUFAF4 C6orf66 HRPAP20 HSPC125 My013"	"Respiratory chain"	"Mitochondrion"	"NDUFAF4"	"Assembly Complex"	0.1201366	-0.012162721	-0.01857435	-0.07899129	-0.1738034	-0.05357725	0.08694342	0.164218059	0.2032506	0.3618249	-0.05025014	-0.1643577	0.03423207	-0.008259077	-0.2922666	-0.109821087	0.1509978	0.1714466	0.001271112	0.455303358	0.015937773	0.2538289	-0.1398078	-0.05265247	-0.07359062	-0.08616991	0.09819433	-0.1240695	0.09204317	-0.183911224	0.4523968	-0.131398601	0.06751217	-0.09490366	-0.02150184	-0.1484111	0.1436076	-0.04274219	0.1506663	-0.0603678	-0.015937773	0.1133286	0.3231463	0.06614185	-0.003589008	-0.07858765	-0.08178614	0.0640297	0.0603678	0.04065606	0.01544149	-0.3719188	-0.002099579	0.01429491	0.3916217	-0.03707563	0.255527082	-0.3314806	0.02703371
"NDUFAF5"	"Q5TEU4"	"NDUF5_HUMAN"	"Arginine-hydroxylase NDUFAF5, mitochondrial (EC 1.-.-.-) (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5) (Putative methyltransferase NDUFAF5) (EC 2.1.1.-)"	"NDUFAF5 C20orf7"	TRUE	0.042838733	0.411931973	0.038019197	0.804140695	"NDUFAF5 C20orf7"	"Respiratory chain"	"Mitochondrion"	"NDUFAF5"	"Assembly Complex"	0.01402856	0.07478816	-0.01907671	NA	-0.1308871	NA	-0.05052451	0.05828793	0.3612967	0.2509551	0.1538266	-0.2039347	-0.1255831	0.1733942	-0.02857014	-0.1929563	0.08912372	NA	-0.01600507	0.2797971	0.02076613	0.02765511	-0.103798	NA	-0.2136437	NA	-0.05302592	-0.3456041	0.3277558	-0.06948296	NA	-0.09195445	0.06896595	-0.1504615	0.2948871	0.2016426	-0.1521923	-0.05216841	NA	-0.008608197	-0.1453896	0.1114706	0.06466884	NA	0.05052451	-0.03382291	NA	0.05855558	0.008608197	0.02009757	0.0301414	-0.6266901	0.05935984	NA	0.07280766	-0.01086982	0.1717881	-0.1751158	-0.1708723
"NDUFAF6"	"Q330K2"	"NDUF6_HUMAN"	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 (Putative phytoene synthase)"	"NDUFAF6 C8orf38"	TRUE	0.109445324	0.053225327	0.094544569	0.42022093	"NDUFAF6 C8orf38"	"Respiratory chain"	"Mitochondrion"	"NDUFAF6"	"Assembly Complex"	0.136301172	0.1402948	0.01936828	-0.4234977	-0.5560192	-0.0812496	0.1505555	0.05826219	0.267034441	0.001163441	0.2025813	-0.088305756	-0.003245046	-0.01962693	-0.2766335	-0.3122696	0.01181954	0.4477405	-0.01037046	0.2258279	-0.09487547	0.04177633	-0.069954728	-0.2505015	-0.1027652	-0.000230423	-0.08342554	-0.096696131	-0.01181954	-0.02173271	0.5214884	-0.1876592	-0.007852325	-0.06861593	0.1575254	0.1748146	0.0215614	0.1679019	0.1655798	-0.017046079	-0.07841198	0.1368492	0.3310607	0.1345222	0.117683	-0.05740518	-0.2006665	0.069954728	0.123066835	0.2086261	-0.04974037	-0.5073959	0.0381083	-0.1030895	0.081763738	-0.122229	0.03807014	-0.333676343	-0.02104061
"NDUFAF7"	"Q7L592"	"NDUF7_HUMAN"	"Protein arginine methyltransferase NDUFAF7, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7) (Protein midA homolog)"	"NDUFAF7 C2orf56 PRO1853"	TRUE	0.080439428	0.051450902	0.086712879	0.416045551	"NDUFAF7 C2orf56 PRO1853"	"Respiratory chain"	"Mitochondrion"	"NDUFAF7"	"Assembly Complex"	0.090590075	0.10748	-0.0295272	0.07398382	-0.3577571	-0.06118407	-0.1519399	0.1228398	0.283694081	0.05887719	0.3472055	-0.054852141	-0.1791753	-0.003087835	-0.0499508	-0.4389926	0.003087835	-0.01175036	-0.1686299	0.3420929	-0.04026945	0.02101729	-0.039755003	-0.1125422	-0.1482188	-0.129516	-0.08297568	-0.035192068	0.2449691	-0.06792529	0.1127594	-0.2809492	0.07636457	-0.1374677	0.1608148	0.02767079	0.009218412	0.06539706	0.1161107	-0.060132749	-0.02653936	-0.06700581	0.1888027	-0.01454241	0.06816361	0.03774354	-0.05653476	0.037053362	0.003654682	0.1744604	-0.01827474	-0.01913609	0.001357941	0.07221094	0.141933383	0.03998432	0.08069462	-0.222926028	-0.04272928
"NDUFS1"	"P28331"	"NDUS1_HUMAN"	"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)"	"NDUFS1"	TRUE	0.116870561	0.012974175	0.008258177	0.265334635	"NDUFS1"	"Respiratory chain"	"Mitochondrion"	"NDUFS1"	"Complex I"	0.187466559	0.007308274	-0.090856658	-0.078235204	-0.400251797	0.014587277	0.160511503	0.132523137	0.206047999	0.147280748	0.214750042	-0.152025244	-0.202937819	-0.033350415	-0.249639724	-0.36000165	-0.240717341	0.100432023	-0.139101857	0.350456266	-0.032726255	0.115737901	-0.202416892	-0.093884969	-0.095391489	-0.105425379	0.012813342	-0.201368608	0.107265691	-0.005584897	0.338493667	-0.267881117	0.107777593	-0.127225951	0.049423303	0.147881685	0.053964329	0.040030004	0.098396598	0.031403785	-0.136336922	0.031194873	0.192528087	-0.027278762	0.064739722	-0.172337957	-0.11674006	0.038053442	-0.000539266	0.102301318	-0.000886871	-0.132536633	0.091817445	0.010134301	0.295413567	0.025418728	0.233685772	-0.467562578	-0.12511502
"NDUFS2"	"O75306"	"NDUS2_HUMAN"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)"	"NDUFS2"	TRUE	0.097420482	0.032490856	0.027391117	0.347560327	"NDUFS2"	"Respiratory chain"	"Mitochondrion"	"NDUFS2"	"Complex I"	0.165180519	0.008291368	-0.064630797	-0.073786233	-0.373109582	0.017996238	0.194504978	0.175156198	0.210512813	0.074976408	0.207953157	-0.072474776	-0.160299935	-0.030571215	-0.197746357	-0.380538605	-0.158766395	0.084037329	-0.086405598	0.367176609	-0.031300377	0.140169219	-0.208975299	-0.10129285	-0.067215942	-0.089295561	-0.010099844	-0.120950308	0.162950573	-0.006791898	0.287919724	-0.213774303	0.081944901	-0.141996291	0.054786748	0.165607686	0.032069232	0.047724908	0.109946513	0.082178599	-0.125744641	0.052737666	0.213508461	-0.037099435	0.050272932	-0.151899285	-0.080312924	0.029546227	-0.022264136	0.107479674	0.034655868	-0.234154525	0.058042696	-0.003108555	0.276666914	0.017543692	0.321727942	-0.370638046	-0.137933631
